pok_chapter,pok_section,pok_subsection,pok_detail,pok_subdetail,pok_extra,type,level,name,description,page,sequence
14 Surface decoration,Needlework and crochet,General tips,Working tips,,,detail,4,Working tips,"14 Surface decoration, Needlework and crochet, General tips, Working tips",282,1299
14 Surface decoration,Needlework and crochet,Duplicate stitch,,,,subsection,3,Duplicate stitch,"14 Surface decoration, Needlework and crochet, Duplicate stitch",283,1300
14 Surface decoration,Needlework and crochet,Duplicate stitch,Working a duplicate stitch pattern,,,detail,4,Working a duplicate stitch pattern,"14 Surface decoration, Needlework and crochet, Duplicate stitch, Working a duplicate stitch pattern",283,1301
14 Surface decoration,Needlework and crochet,Embroidery,,,,subsection,3,Embroidery,"14 Surface decoration, Needlework and crochet, Embroidery",284,1302
14 Surface decoration,Needlework and crochet,Embroidery,Chain stitch,,,detail,4,Chain stitch,"14 Surface decoration, Needlework and crochet, Embroidery, Chain stitch",284,1303
14 Surface decoration,Needlework and crochet,Needlepoint stitches,,,,subsection,3,Needlepoint stitches,"14 Surface decoration, Needlework and crochet, Needlepoint stitches",284,1304
14 Surface decoration,Needlework and crochet,Needlepoint stitches,Cross-stitch,,,detail,4,Cross-stitch,"14 Surface decoration, Needlework and crochet, Needlepoint stitches, Cross-stitch",285,1305
14 Surface decoration,Needlework and crochet,Smocking,,,,subsection,3,Smocking,"14 Surface decoration, Needlework and crochet, Smocking",285,1306
14 Surface decoration,Needlework and crochet,Smocking,Smocking: version one,,,detail,4,Smocking: version one,"14 Surface decoration, Needlework and crochet, Smocking, Smocking: version one",286,1307
14 Surface decoration,Needlework and crochet,Smocking,Smocking: version two,,,detail,4,Smocking: version two,"14 Surface decoration, Needlework and crochet, Smocking, Smocking: version two",286,1308
14 Surface decoration,Needlework and crochet,Smocking,Smocking tips,,,detail,4,Smocking tips,"14 Surface decoration, Needlework and crochet, Smocking, Smocking tips",286,1309
14 Surface decoration,Needlework and crochet,Needle weaving,,,,subsection,3,Needle weaving,"14 Surface decoration, Needlework and crochet, Needle weaving",286,1310
14 Surface decoration,Needlework and crochet,Needle weaving,Horizontal ladder,,,detail,4,Horizontal ladder,"14 Surface decoration, Needlework and crochet, Needle weaving, Horizontal ladder",287,1311
14 Surface decoration,Needlework and crochet,Needle weaving,Vertical ladder,,,detail,4,Vertical ladder,"14 Surface decoration, Needlework and crochet, Needle weaving, Vertical ladder",287,1312
14 Surface decoration,Needlework and crochet,Needle weaving,Wide vertical ladder,,,detail,4,Wide vertical ladder,"14 Surface decoration, Needlework and crochet, Needle weaving, Wide vertical ladder",287,1313
14 Surface decoration,Needlework and crochet,Applied materials,,,,subsection,3,Applied materials,"14 Surface decoration, Needlework and crochet, Applied materials",287,1314
14 Surface decoration,Needlework and crochet,Applied materials,Applique or trim,,,detail,4,Applique or trim,"14 Surface decoration, Needlework and crochet, Applied materials, Applique or trim",287,1315
14 Surface decoration,Needlework and crochet,Applied materials,Couching,,,detail,4,Couching,"14 Surface decoration, Needlework and crochet, Applied materials, Couching",288,1316
14 Surface decoration,Needlework and crochet,Applied materials,Sewn-on ornaments,,,detail,4,Sewn-on ornaments,"14 Surface decoration, Needlework and crochet, Applied materials, Sewn-on ornaments",288,1317
14 Surface decoration,Needlework and crochet,Crochet,,,,subsection,3,Crochet,"14 Surface decoration, Needlework and crochet, Crochet",288,1318
14 Surface decoration,Needlework and crochet,Crochet,Chain stitch on purl,,,detail,4,Chain stitch on purl,"14 Surface decoration, Needlework and crochet, Crochet, Chain stitch on purl",289,1319
14 Surface decoration,Beads,,,,,section,2,Beads,"14 Surface decoration, Beads",289,1320
14 Surface decoration,Beads,Beading materials,,,,subsection,3,Beading materials,"14 Surface decoration, Beads, Beading materials",289,1321
14 Surface decoration,Beads,Beading materials,Yarns for beading,,,detail,4,Yarns for beading,"14 Surface decoration, Beads, Beading materials, Yarns for beading",289,1322
14 Surface decoration,Beads,Beading materials,Yarns for beading,Suitable yarns,,subdetail,5,Suitable yarns,"14 Surface decoration, Beads, Beading materials, Yarns for beading, Suitable yarns",290,1323
14 Surface decoration,Beads,Beading materials,Yarns for beading,Suitable fibers for beading yarn,,subdetail,5,Suitable fibers for beading yarn,"14 Surface decoration, Beads, Beading materials, Yarns for beading, Suitable fibers for beading yarn",290,1324
14 Surface decoration,Beads,Beading materials,Types of beads,,,detail,4,Types of beads,"14 Surface decoration, Beads, Beading materials, Types of beads",290,1325
14 Surface decoration,Beads,Beading materials,Tools for beading,,,detail,4,Tools for beading,"14 Surface decoration, Beads, Beading materials, Tools for beading",291,1326
14 Surface decoration,Beads,Beading materials,Tools for beading,Beading needle,,subdetail,5,Beading needle,"14 Surface decoration, Beads, Beading materials, Tools for beading, Beading needle",291,1327
14 Surface decoration,Beads,Beading materials,Tools for beading,Needle threader,,subdetail,5,Needle threader,"14 Surface decoration, Beads, Beading materials, Tools for beading, Needle threader",291,1328
14 Surface decoration,Beads,Beading materials,Tools for beading,intermediary thread,,subdetail,5,intermediary thread,"14 Surface decoration, Beads, Beading materials, Tools for beading, intermediary thread",291,1329
14 Surface decoration,Beads,Beading materials,Tools for beading,Wire bead threaders,,subdetail,5,Wire bead threaders,"14 Surface decoration, Beads, Beading materials, Tools for beading, Wire bead threaders",291,1330
14 Surface decoration,Beads,Beading materials,Tools for beading,Bead spinner,,subdetail,5,Bead spinner,"14 Surface decoration, Beads, Beading materials, Tools for beading, Bead spinner",292,1331
14 Surface decoration,Beads,Beading materials,Tools for beading,Miscellaneous tools,,subdetail,5,Miscellaneous tools,"14 Surface decoration, Beads, Beading materials, Tools for beading, Miscellaneous tools",292,1332
14 Surface decoration,Beads,Beading materials,Estimating bead quantities,,,detail,4,Estimating bead quantities,"14 Surface decoration, Beads, Beading materials, Estimating bead quantities",292,1333
14 Surface decoration,Beads,Beading materials,Estimating bead quantities,Materials per pattern repeat,,subdetail,5,Materials per pattern repeat,"14 Surface decoration, Beads, Beading materials, Estimating bead quantities, Materials per pattern repeat",292,1334
14 Surface decoration,Beads,Beading materials,Estimating bead quantities,Materials per ball of yarn,,subdetail,5,Materials per ball of yarn,"14 Surface decoration, Beads, Beading materials, Estimating bead quantities, Materials per ball of yarn",292,1335
14 Surface decoration,Beads,Beading materials,Estimating bead quantities,Counting beads,,subdetail,5,Counting beads,"14 Surface decoration, Beads, Beading materials, Estimating bead quantities, Counting beads",292,1336
14 Surface decoration,Beads,Beading materials,Estimating bead quantities,Adjusting amounts,,subdetail,5,Adjusting amounts,"14 Surface decoration, Beads, Beading materials, Estimating bead quantities, Adjusting amounts",292,1337
14 Surface decoration,Beads,Multicolour bead threading,,,,subsection,3,Multicolour bead threading,"14 Surface decoration, Beads, Multicolour bead threading",292,1338
14 Surface decoration,Beads,Multicolour bead threading,Stringing beads,,,detail,4,Stringing beads,"14 Surface decoration, Beads, Multicolour bead threading, Stringing beads",293,1339
14 Surface decoration,Beads,Running thread beading,,,,subsection,3,Running thread beading,"14 Surface decoration, Beads, Running thread beading",294,1340
14 Surface decoration,Beads,Running thread beading,Basic running thread beading,,,detail,4,Basic running thread beading,"14 Surface decoration, Beads, Running thread beading, Basic running thread beading",294,1341
14 Surface decoration,Beads,Running thread beading,Slip stitch beading,,,detail,4,Slip stitch beading,"14 Surface decoration, Beads, Running thread beading, Slip stitch beading",294,1342
14 Surface decoration,Beads,Running thread beading,Twined knit beading,,,detail,4,Twined knit beading,"14 Surface decoration, Beads, Running thread beading, Twined knit beading",295,1343
14 Surface decoration,Beads,Running thread beading,Swag beading,,,detail,4,Swag beading,"14 Surface decoration, Beads, Running thread beading, Swag beading",295,1344
14 Surface decoration,Beads,Running thread beading,Loop beading,,,detail,4,Loop beading,"14 Surface decoration, Beads, Running thread beading, Loop beading",295,1345
14 Surface decoration,Beads,Stitch beading,,,,subsection,3,Stitch beading,"14 Surface decoration, Beads, Stitch beading",295,1346
14 Surface decoration,Beads,Stitch beading,One- or two-step bead setting,,,detail,4,One- or two-step bead setting,"14 Surface decoration, Beads, Stitch beading, One- or two-step bead setting",295,1347
14 Surface decoration,Beads,Stitch beading,One- or two-step bead setting,One-step bead setting,,subdetail,5,One-step bead setting,"14 Surface decoration, Beads, Stitch beading, One- or two-step bead setting, One-step bead setting",295,1348
14 Surface decoration,Beads,Stitch beading,One- or two-step bead setting,One-step bead setting,Managing the beads,extra,6,Managing the beads,"14 Surface decoration, Beads, Stitch beading, One- or two-step bead setting, One-step bead setting, Managing the beads",296,1349
14 Surface decoration,Beads,Stitch beading,One- or two-step bead setting,One-step bead setting,Knitting methods,extra,6,Knitting methods,"14 Surface decoration, Beads, Stitch beading, One- or two-step bead setting, One-step bead setting, Knitting methods",296,1350
14 Surface decoration,Beads,Stitch beading,One- or two-step bead setting,One-step bead setting,To wrap yarn for knit,extra,6,To wrap yarn for knit,"14 Surface decoration, Beads, Stitch beading, One- or two-step bead setting, One-step bead setting, To wrap yarn for knit",296,1351
14 Surface decoration,Beads,Stitch beading,One- or two-step bead setting,One-step bead setting,To wrap yarn for purl,extra,6,To wrap yarn for purl,"14 Surface decoration, Beads, Stitch beading, One- or two-step bead setting, One-step bead setting, To wrap yarn for purl",296,1352
14 Surface decoration,Beads,Stitch beading,One- or two-step bead setting,Two-step bead setting,,subdetail,5,Two-step bead setting,"14 Surface decoration, Beads, Stitch beading, One- or two-step bead setting, Two-step bead setting",296,1353
14 Surface decoration,Beads,Stitch beading,Twist stitch beading,,,detail,4,Twist stitch beading,"14 Surface decoration, Beads, Stitch beading, Twist stitch beading",296,1354
14 Surface decoration,Beads,Stitch beading,Twist stitch beading,Balanced twist stitch for beading,,subdetail,5,Balanced twist stitch for beading,"14 Surface decoration, Beads, Stitch beading, Twist stitch beading, Balanced twist stitch for beading",297,1355
14 Surface decoration,Beads,Stitch beading,Twist stitch beading,Balanced twist stitch for beading,Left twist beaded stitch,extra,6,Left twist beaded stitch,"14 Surface decoration, Beads, Stitch beading, Twist stitch beading, Balanced twist stitch for beading, Left twist beaded stitch",297,1356
14 Surface decoration,Beads,Stitch beading,Twist stitch beading,Balanced twist stitch for beading,Right twist beaded stitch,extra,6,Right twist beaded stitch,"14 Surface decoration, Beads, Stitch beading, Twist stitch beading, Balanced twist stitch for beading, Right twist beaded stitch",297,1357
14 Surface decoration,Beads,Stitch beading,Decorative stitch beading,,,detail,4,Decorative stitch beading,"14 Surface decoration, Beads, Stitch beading, Decorative stitch beading",297,1358
14 Surface decoration,Beads,Stitch beading,Stitch head beading,,,detail,4,Stitch head beading,"14 Surface decoration, Beads, Stitch beading, Stitch head beading",297,1359
14 Surface decoration,Beads,Stitch beading,Stitch head beading,Basic stitch head beading,,subdetail,5,Basic stitch head beading,"14 Surface decoration, Beads, Stitch beading, Stitch head beading, Basic stitch head beading",297,1360
14 Surface decoration,Beads,Stitch beading,Stitch head beading,Beading on yarnovers,,subdetail,5,Beading on yarnovers,"14 Surface decoration, Beads, Stitch beading, Stitch head beading, Beading on yarnovers",298,1361
14 Surface decoration,Beads,Stitch beading,Stitch head beading,Beading on lattice strands,,subdetail,5,Beading on lattice strands,"14 Surface decoration, Beads, Stitch beading, Stitch head beading, Beading on lattice strands",298,1362
14 Surface decoration,Beads,Stitch beading,Chain loop beading,,,detail,4,Chain loop beading,"14 Surface decoration, Beads, Stitch beading, Chain loop beading",298,1363
14 Surface decoration,Beads,Beading with a carrier yarn,,,,subsection,3,Beading with a carrier yarn,"14 Surface decoration, Beads, Beading with a carrier yarn",298,1364
14 Surface decoration,Beads,Beading with a carrier yarn,Multiple yarns for all stitches,,,detail,4,Multiple yarns for all stitches,"14 Surface decoration, Beads, Beading with a carrier yarn, Multiple yarns for all stitches",298,1365
14 Surface decoration,Beads,Beading with a carrier yarn,Double yarn for bead stitches,,,detail,4,Double yarn for bead stitches,"14 Surface decoration, Beads, Beading with a carrier yarn, Double yarn for bead stitches",298,1366
14 Surface decoration,Beads,Beading with a carrier yarn,Carrier yarn for bead stitches,,,detail,4,Carrier yarn for bead stitches,"14 Surface decoration, Beads, Beading with a carrier yarn, Carrier yarn for bead stitches",298,1367
14 Surface decoration,Beads,Beading with a carrier yarn,Carrier yarn for regauged stripes,,,detail,4,Carrier yarn for regauged stripes,"14 Surface decoration, Beads, Beading with a carrier yarn, Carrier yarn for regauged stripes",299,1368
14 Surface decoration,Beads,Beading on edges,,,,subsection,3,Beading on edges,"14 Surface decoration, Beads, Beading on edges",299,1369
14 Surface decoration,Beads,Beading on edges,Casting on with beads,,,detail,4,Casting on with beads,"14 Surface decoration, Beads, Beading on edges, Casting on with beads",299,1370
14 Surface decoration,Beads,Beading on edges,Beaded selvedges,,,detail,4,Beaded selvedges,"14 Surface decoration, Beads, Beading on edges, Beaded selvedges",299,1371
14 Surface decoration,Beads,Beading on edges,Casting off with beads,,,detail,4,Casting off with beads,"14 Surface decoration, Beads, Beading on edges, Casting off with beads",299,1372
14 Surface decoration,Beads,Hook beading,,,,subsection,3,Hook beading,"14 Surface decoration, Beads, Hook beading",299,1373
14 Surface decoration,Sequins and paillettes,,,,,section,2,Sequins and paillettes,"14 Surface decoration, Sequins and paillettes",300,1374
14 Surface decoration,Sequins and paillettes,Sequins,,,,subsection,3,Sequins,"14 Surface decoration, Sequins and paillettes, Sequins",300,1375
14 Surface decoration,Sequins and paillettes,Sequins,General tips for sequins,,,detail,4,General tips for sequins,"14 Surface decoration, Sequins and paillettes, Sequins, General tips for sequins",300,1376
14 Surface decoration,Sequins and paillettes,Sequins,General tips for sequins,Yarns for sequins,,subdetail,5,Yarns for sequins,"14 Surface decoration, Sequins and paillettes, Sequins, General tips for sequins, Yarns for sequins",300,1377
14 Surface decoration,Sequins and paillettes,Sequins,General tips for sequins,Estimating sequin quantities,,subdetail,5,Estimating sequin quantities,"14 Surface decoration, Sequins and paillettes, Sequins, General tips for sequins, Estimating sequin quantities",300,1378
14 Surface decoration,Sequins and paillettes,Sequins,General tips for sequins,To thread sequins,,subdetail,5,To thread sequins,"14 Surface decoration, Sequins and paillettes, Sequins, General tips for sequins, To thread sequins",300,1379
14 Surface decoration,Sequins and paillettes,Sequins,General tips for sequins,Rethreading sequins,,subdetail,5,Rethreading sequins,"14 Surface decoration, Sequins and paillettes, Sequins, General tips for sequins, Rethreading sequins",301,1380
14 Surface decoration,Sequins and paillettes,Sequins,General tips for sequins,Managin sequins,,subdetail,5,Managin sequins,"14 Surface decoration, Sequins and paillettes, Sequins, General tips for sequins, Managin sequins",301,1381
14 Surface decoration,Sequins and paillettes,Sequins,Sequin patterns,,,detail,4,Sequin patterns,"14 Surface decoration, Sequins and paillettes, Sequins, Sequin patterns",301,1382
14 Surface decoration,Sequins and paillettes,Sequins,Sequin patterns,Sequined seed stitch,,subdetail,5,Sequined seed stitch,"14 Surface decoration, Sequins and paillettes, Sequins, Sequin patterns, Sequined seed stitch",301,1383
14 Surface decoration,Sequins and paillettes,Paillettes,,,,subsection,3,Paillettes,"14 Surface decoration, Sequins and paillettes, Paillettes",301,1384
14 Surface decoration,Sequins and paillettes,Paillettes,Setting paillettes,,,detail,4,Setting paillettes,"14 Surface decoration, Sequins and paillettes, Paillettes, Setting paillettes",302,1385
14 Surface decoration,Sequins and paillettes,Paillettes,Setting paillettes,Knit version,,subdetail,5,Knit version,"14 Surface decoration, Sequins and paillettes, Paillettes, Setting paillettes, Knit version",302,1386
14 Surface decoration,Sequins and paillettes,Paillettes,Setting paillettes,Purl version,,subdetail,5,Purl version,"14 Surface decoration, Sequins and paillettes, Paillettes, Setting paillettes, Purl version",302,1387
15 Double-fabrics,,,,,,chapter,1,15 Double-fabrics,15 Double-fabrics,305,1388
15 Double-fabrics,Terminology,,,,,section,2,Terminology,"15 Double-fabrics, Terminology",305,1389
15 Double-fabrics,Double-fabric patterns,,,,,section,2,Double-fabric patterns,"15 Double-fabrics, Double-fabric patterns",306,1390
15 Double-fabrics,Double-fabric patterns,The basic patterns,,,,subsection,3,The basic patterns,"15 Double-fabrics, Double-fabric patterns, The basic patterns",306,1391
15 Double-fabrics,Double-fabric patterns,The basic patterns,Pattern 1: Knit on outside,,,detail,4,Pattern 1: Knit on outside,"15 Double-fabrics, Double-fabric patterns, The basic patterns, Pattern 1: Knit on outside",307,1392
15 Double-fabrics,Double-fabric patterns,The basic patterns,Pattern 2: Purl on inside,,,detail,4,Pattern 2: Purl on inside,"15 Double-fabrics, Double-fabric patterns, The basic patterns, Pattern 2: Purl on inside",307,1393
15 Double-fabrics,Double-fabric patterns,The basic patterns,Pattern 3: Knit on inside,,,detail,4,Pattern 3: Knit on inside,"15 Double-fabrics, Double-fabric patterns, The basic patterns, Pattern 3: Knit on inside",307,1394
15 Double-fabrics,Double-fabric patterns,The basic patterns,Pattern 3: Knit on inside,Knit slip variation,,subdetail,5,Knit slip variation,"15 Double-fabrics, Double-fabric patterns, The basic patterns, Pattern 3: Knit on inside, Knit slip variation",308,1395
15 Double-fabrics,Double-fabric patterns,The basic patterns,Pattern 4: Purl on outside,,,detail,4,Pattern 4: Purl on outside,"15 Double-fabrics, Double-fabric patterns, The basic patterns, Pattern 4: Purl on outside",308,1396
15 Double-fabrics,Double-fabric patterns,Basic patterns with two yarns,,,,subsection,3,Basic patterns with two yarns,"15 Double-fabrics, Double-fabric patterns, Basic patterns with two yarns",308,1397
15 Double-fabrics,Double-fabric patterns,Basic patterns with two yarns,Knit on outside of fabric,,,detail,4,Knit on outside of fabric,"15 Double-fabrics, Double-fabric patterns, Basic patterns with two yarns, Knit on outside of fabric",308,1398
15 Double-fabrics,Double-fabric patterns,Basic patterns with two yarns,Purl on outside of fabric,,,detail,4,Purl on outside of fabric,"15 Double-fabrics, Double-fabric patterns, Basic patterns with two yarns, Purl on outside of fabric",308,1399
15 Double-fabrics,Double-fabric patterns,Basic patterns with two yarns,To complete a sampler,,,detail,4,To complete a sampler,"15 Double-fabrics, Double-fabric patterns, Basic patterns with two yarns, To complete a sampler",308,1400
15 Double-fabrics,Making double-fabrics,,,,,section,2,Making double-fabrics,"15 Double-fabrics, Making double-fabrics",309,1401
15 Double-fabrics,Making double-fabrics,Gauge for double-fabrics,,,,subsection,3,Gauge for double-fabrics,"15 Double-fabrics, Making double-fabrics, Gauge for double-fabrics",309,1402
15 Double-fabrics,Making double-fabrics,Patterns and stitch sequence,,,,subsection,3,Patterns and stitch sequence,"15 Double-fabrics, Making double-fabrics, Patterns and stitch sequence",309,1403
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,,,,subsection,3,Casting on for double-fabrics,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics",310,1404
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Ribbed half-hitch cast-on,,,detail,4,Ribbed half-hitch cast-on,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Ribbed half-hitch cast-on",310,1405
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Ribbed half-hitch cast-on,One-yarn version,,subdetail,5,One-yarn version,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Ribbed half-hitch cast-on, One-yarn version",310,1406
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Ribbed half-hitch cast-on,Two-yarn version,,subdetail,5,Two-yarn version,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Ribbed half-hitch cast-on, Two-yarn version",310,1407
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Double-needle cast-on,,,detail,4,Double-needle cast-on,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Double-needle cast-on",310,1408
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Stranded cast-on,,,detail,4,Stranded cast-on,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Stranded cast-on",310,1409
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Alternating cast-on,,,detail,4,Alternating cast-on,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Alternating cast-on",310,1410
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Other cast-ons,,,detail,4,Other cast-ons,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Other cast-ons",310,1411
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Casting on for open edge,,,detail,4,Casting on for open edge,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Casting on for open edge",311,1412
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Casting on for open edge,Casting on for circular edge,,subdetail,5,Casting on for circular edge,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Casting on for open edge, Casting on for circular edge",311,1413
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Casting on for open edge,Casting on for circular edge,Method one,extra,6,Method one,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Casting on for open edge, Casting on for circular edge, Method one",311,1414
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Casting on for open edge,Casting on for circular edge,Method two,extra,6,Method two,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Casting on for open edge, Casting on for circular edge, Method two",311,1415
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Casting on for open edge,Casting on for separate fabrics,,subdetail,5,Casting on for separate fabrics,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Casting on for open edge, Casting on for separate fabrics",311,1416
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Casting on for open edge,Casting on for separate fabrics,Method one,extra,6,Method one,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Casting on for open edge, Casting on for separate fabrics, Method one",311,1417
15 Double-fabrics,Making double-fabrics,Casting on for double-fabrics,Casting on for open edge,Casting on for separate fabrics,Method two,extra,6,Method two,"15 Double-fabrics, Making double-fabrics, Casting on for double-fabrics, Casting on for open edge, Casting on for separate fabrics, Method two",311,1418
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,,,,subsection,3,Shaping for double-fabrics,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics",312,1419
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,,,detail,4,Increases,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases",312,1420
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Raised increases at side edges,,subdetail,5,Raised increases at side edges,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Raised increases at side edges",312,1421
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Raised increases at side edges,Nearside stitch first,extra,6,Nearside stitch first,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Raised increases at side edges, Nearside stitch first",312,1422
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Raised increases at side edges,Farside stitch first,extra,6,Farside stitch first,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Raised increases at side edges, Farside stitch first",312,1423
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Double raised increase at edge,,subdetail,5,Double raised increase at edge,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Double raised increase at edge",312,1424
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Double raised increase at edge,Nearside stitch first/farside stitch last,extra,6,Nearside stitch first/farside stitch last,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Double raised increase at edge, Nearside stitch first/farside stitch last",312,1425
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Double raised increase at edge,Farside stitch first/nearside stitch last,extra,6,Farside stitch first/nearside stitch last,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Double raised increase at edge, Farside stitch first/nearside stitch last",312,1426
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Raised increases within fabric,,subdetail,5,Raised increases within fabric,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Raised increases within fabric",313,1427
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Rib increase,,subdetail,5,Rib increase,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Rib increase",313,1428
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Running thread increase,,subdetail,5,Running thread increase,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Running thread increase",313,1429
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Increases,Yarnover increases,,subdetail,5,Yarnover increases,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Increases, Yarnover increases",313,1430
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Decreases,,,detail,4,Decreases,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Decreases",313,1431
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Decreases,Single decrease at edge,,subdetail,5,Single decrease at edge,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Decreases, Single decrease at edge",313,1432
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Decreases,Double decrease at edge,,subdetail,5,Double decrease at edge,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Decreases, Double decrease at edge",314,1433
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Decreases,Decrease within fabric,,subdetail,5,Decrease within fabric,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Decreases, Decrease within fabric",314,1434
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Short rows,,,detail,4,Short rows,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Short rows",314,1435
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Short rows,Short rows for double-fabrics,,subdetail,5,Short rows for double-fabrics,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Short rows, Short rows for double-fabrics",314,1436
15 Double-fabrics,Making double-fabrics,Shaping for double-fabrics,Short rows,Short rows for singular double-fabrics,,subdetail,5,Short rows for singular double-fabrics,"15 Double-fabrics, Making double-fabrics, Shaping for double-fabrics, Short rows, Short rows for singular double-fabrics",314,1437
15 Double-fabrics,Making double-fabrics,Correcting errors in a double-fabric,,,,subsection,3,Correcting errors in a double-fabric,"15 Double-fabrics, Making double-fabrics, Correcting errors in a double-fabric",315,1438
15 Double-fabrics,Making double-fabrics,Correcting errors in a double-fabric,Dropped stitches,,,detail,4,Dropped stitches,"15 Double-fabrics, Making double-fabrics, Correcting errors in a double-fabric, Dropped stitches",315,1439
15 Double-fabrics,Making double-fabrics,Correcting errors in a double-fabric,Ripping stitch-by-stitch,,,detail,4,Ripping stitch-by-stitch,"15 Double-fabrics, Making double-fabrics, Correcting errors in a double-fabric, Ripping stitch-by-stitch",315,1440
15 Double-fabrics,Making double-fabrics,Correcting errors in a double-fabric,Ripping rows,,,detail,4,Ripping rows,"15 Double-fabrics, Making double-fabrics, Correcting errors in a double-fabric, Ripping rows",315,1441
15 Double-fabrics,Making double-fabrics,Correcting errors in a double-fabric,Ripping stitch columns,,,detail,4,Ripping stitch columns,"15 Double-fabrics, Making double-fabrics, Correcting errors in a double-fabric, Ripping stitch columns",315,1442
15 Double-fabrics,Making double-fabrics,Correcting errors in a double-fabric,Unraveling multiple stitch columns,,,detail,4,Unraveling multiple stitch columns,"15 Double-fabrics, Making double-fabrics, Correcting errors in a double-fabric, Unraveling multiple stitch columns",316,1443
15 Double-fabrics,Making double-fabrics,Correcting errors in a double-fabric,Unraveling stitches in colour patterns,,,detail,4,Unraveling stitches in colour patterns,"15 Double-fabrics, Making double-fabrics, Correcting errors in a double-fabric, Unraveling stitches in colour patterns",316,1444
15 Double-fabrics,Making double-fabrics,Single to double and back again,,,,subsection,3,Single to double and back again,"15 Double-fabrics, Making double-fabrics, Single to double and back again",316,1445
